,vote_average,runtime,genres,season,rating,revenue_adj,budget_adj
2616,7.361,115,Drama,Winter,PG-13,15488029.910314929,2403835.126270156
2617,6.969,133,"Drama, Adventure, History",Fall,PG-13,35072431.63826163,43528222.73602015
2618,7.166,104,"Comedy, Romance",Summer,R,85637654.65835248,46432556.61306203
2619,6.25,111,"Action, Crime, Drama, Thriller",Spring,R,181144379.0940594,116732673.26732673
2620,6.071,115,"Action, Adventure, Thriller",Winter,PG-13,324199483.50777197,162901554.40414506
2621,6.791,104,"Crime, Drama, Mystery",Summer,R,88652869.8478944,29641734.75801383
2622,6.538,121,"Action, Adventure",Summer,PG-13,44428071.42693304,105768745.55588686
2623,5.865,90,"Horror, Thriller",Summer,R,48024845.26002972,30365527.488855872
2624,6.586,96,"Comedy, Action, Drama",Fall,R,470305.03537360334,3627351.894668346
2625,6.379,93,"Animation, Comedy, Family",Fall,PG,118552927.64777105,138425976.88497522
2626,6.4,104,"Fantasy, Romance, Family, Comedy",Spring,PG,36476819.5945537,19025718.608169436
2627,6.461,129,"Drama, Thriller, Mystery",Summer,R,163151809.29589632,135809935.2051836
2629,6.832,138,"Horror, Thriller",Fall,NR,16182135.775879739,268534.335497096
2630,6.833,112,"Fantasy, Science Fiction, Comedy",Summer,R,23085283.64001662,4058950.969673252
2631,6.088,133,"Drama, Crime",Fall,PG-13,195511395.710864,101565853.05071369
2632,6.591,141,Thriller,Fall,PG-13,430520875.22019637,99214586.25525947
2633,5.555,107,"Action, Comedy, Crime",Winter,R,80648806.70090958,43528222.73602015
2634,6.387,108,"Comedy, Romance",Fall,PG-13,320653247.34952,53258046.30152456
2635,6.297,94,"Animation, Action, Family, Science Fiction",Fall,PG,29112286.293175712,14890382.347508559
2636,6.483,115,"Drama, Science Fiction, Horror",Summer,R,151744308.60282573,64163265.306122445
2637,6.975,128,"Action, Drama, Thriller, Crime, Mystery",Summer,R,390237795.3660589,88190743.33800842
2638,7.008,109,Comedy,Summer,R,709286399.9999999,13582079.999999998
2639,6.704,100,"Thriller, Action",Spring,R,28106243.658967357,24038351.26270156
2640,7.191,94,"Comedy, Drama",Winter,R,17174067.179576144,2536844.3560457826
2641,7.385,112,"Drama, History",Spring,R,89850995.40531671,92865113.22612406
2642,7.585,155,"Crime, Drama",Summer,R,26614609.295122262,19357497.051761128
2643,7.092,103,"Crime, Drama, Comedy",Summer,R,24197152.615882277,9416919.476096136
2644,7.11,99,"Comedy, Adventure",Summer,R,197382608.88343555,48220858.89570551
2645,6.0,91,"Horror, Mystery, Thriller",Summer,R,93042325.57286051,30047939.07837695
2646,6.2,103,"Action, Thriller",Fall,R,356433388.1361332,79681390.29688631
2647,6.654,110,"Comedy, Drama",Spring,PG-13,64896792.209897175,38484526.16117105
2648,6.844,121,"Comedy, Drama",Winter,R,101289742.0218864,34132360.604481496
2649,6.526,95,"Horror, Science Fiction, Comedy",Spring,R,20349490.05748865,23782148.260211796
2650,6.989,119,Drama,Fall,R,10984648.343964519,38840548.67628346
2651,5.507,95,"Action, Thriller, Crime",Fall,PG-13,97706821.99506219,33631855.271771915
2652,5.885,110,"Action, Thriller, Adventure, Crime",Fall,PG-13,76032530.79391715,82433141.05925538
2654,6.245,105,Comedy,Fall,PG-13,69854068.63991661,35497655.02866076
2655,6.1,87,"Comedy, Crime",Spring,PG-13,165693270.1421801,22648720.37914692
2656,6.564,99,"Action, Adventure, Thriller",Fall,R,91726661.2295932,59561529.390034236
2657,6.637,124,"Thriller, Drama",Spring,R,211501520.55110106,88763410.50254093
2658,5.907,101,"Comedy, Romance",Fall,R,91939397.29665639,38830922.45672279
2659,7.477,88,"Drama, Romance, War, Music",Summer,R,23788054.216172382,6284397.681014415
2660,6.161,107,"Romance, Comedy, Drama",Spring,PG-13,161821718.27145463,47839318.32014607
2661,5.147,92,"Adventure, Family, Science Fiction",Summer,PG,118691613.69690613,82433141.05925538
2662,6.88,110,"Horror, Comedy",Summer,R,59783274.03108808,61088082.9015544
2663,5.884,104,"Science Fiction, Action, Drama, Thriller",Spring,PG-13,242713377.36769328,177850408.54808298
2664,5.167,109,"Comedy, Family, Romance",Fall,PG-13,233179329.76744187,129028727.77017784
2665,7.481,120,Comedy,Spring,R,145904712.1564084,25042722.664735697
2666,5.774,92,"Horror, Science Fiction, Thriller",Fall,R,11692117.925340626,10616421.00997822
2667,6.69,117,"Comedy, Drama, Romance",Fall,PG-13,66691652.10287442,55491679.27382752
2668,6.712,143,"Adventure, Horror, Action, History",Winter,R,127040051.49971443,52070816.676185034
2669,6.005,99,"Science Fiction, Thriller, Mystery, Horror",Summer,PG-13,62394392.90965141,124258951.86151293
2670,6.317,86,"Adventure, Drama, Action, Thriller",Spring,PG-13,97144656.51835853,78090712.74298055
2671,6.468,113,"Drama, War",Summer,R,21957655.803206578,20179113.16306315
2672,6.583,106,"Comedy, Drama",Summer,R,50356132.301430166,5078292.652535684
2673,6.34,107,"Drama, Comedy, Romance",Fall,PG-13,87115899.22053467,58037630.31469353
2674,6.882,94,"Action, Science Fiction, Thriller",Winter,R,2403835.126270156,54086290.34107851
2675,5.72,112,"Adventure, Romance, Comedy",Winter,PG-13,165676706.89027855,104263786.24218304
2676,6.108,108,"Crime, Action, Thriller",Summer,R,43757775.49889704,20161083.46585954
2677,6.5,115,"Thriller, Crime, Mystery, Drama",Fall,R,119610077.12884977,53355122.56442489
2678,5.917,109,"Thriller, Crime, Drama",Winter,R,47426504.10630536,76456487.75403856
2679,7.128,139,"Action, Adventure, Drama",Fall,PG-13,150578320.6051437,15854765.506807864
2680,6.7,140,"Action, Drama, History, War",Summer,R,33224023.198095527,66352631.31236388
2681,8.069,160,"Action, Drama, History",Summer,R,35342532.466350704,34271104.9478673
2682,7.722,112,Drama,Fall,G,11869975.858794887,19135727.32805843
2683,6.894,103,"Thriller, Mystery, Drama, Science Fiction, Fantasy",Spring,R,35830768.28526481,47811221.81436812
2684,6.111,90,"Adventure, Comedy, Fantasy, Family, Horror",Fall,PG,118369639.65352386,44394776.230801195
2685,8.038,109,"Family, Adventure, Drama",Spring,PG,98513647.49237224,19984744.46987033
2686,5.921,100,"Comedy, Romance",Fall,PG-13,207536556.05943865,103819482.66373143
2687,7.105,115,"Horror, Drama",Fall,R,688604.8886183809,478393.1832014607
2688,6.026,108,"Action, Thriller, Adventure",Winter,R,305990506.5854922,101813471.50259066
2689,6.414,108,Thriller,Fall,R,13543933.617195915,18817011.234802235
2690,6.076,103,"Adventure, Fantasy, Action",Summer,PG,95776406.31992148,55536800.78508341
2692,5.315,100,"Horror, Mystery, Thriller",Fall,R,77825891.16831683,126460396.03960396
2693,5.747,104,"Drama, Mystery, Science Fiction, Thriller",Summer,PG-13,103315553.28027287,44684479.81807845
2694,7.367,121,"Drama, Romance",Spring,R,88599851.3772791,15433380.084151473
2695,7.12,113,"Horror, Mystery",Spring,R,48591617.00719424,48064748.201438844
2696,6.173,106,"Adventure, Action, Fantasy, Science Fiction, Thriller, Romance, Animation",Summer,PG-13,152858065.97372928,245989720.1599086
2697,6.696,89,Horror,Winter,R,86677534.0874036,4041131.105398457
2698,7.133,111,"Drama, History, Crime, Thriller, Action",Spring,R,120949816.35098334,23782148.260211796
2699,7.986,95,"Music, Drama",Summer,R,74163082.51113467,40008483.5630965
2700,6.467,93,"Action, Comedy, Crime",Fall,PG-13,225339454.65611684,124382227.63237977
2701,7.413,106,"Drama, Romance",Summer,NR,60360296.772130206,8977727.013135351
2702,7.359,126,"Drama, History",Winter,R,7711578.805881138,31249856.64151203
2703,6.979,129,"Drama, Mystery, Thriller",Summer,R,135962085.4577871,41216570.52962769
2704,7.099,117,"Crime, Drama, Thriller",Fall,R,38839087.82309699,27958264.16884041
2705,6.268,105,"Thriller, Crime",Summer,R,7504956.550286607,37163314.22615945
2706,5.789,94,"Family, Comedy",Summer,PG,258554898.42917252,77166900.42075737
2707,5.871,124,"Action, Adventure, Comedy, Drama, Mystery",Spring,PG-13,196635167.27005768,214326166.754064
2708,5.282,89,"Horror, Action, Thriller, Science Fiction",Winter,PG-13,92264030.18031721,42829313.92270561
2709,7.3,105,"Animation, Action, Family, Comedy, Science Fiction",Summer,PG,218049880.42364195,96672360.77895455
2710,6.797,101,"Fantasy, Comedy, Drama",Fall,PG-13,163935165.386344,86955920.48401037
2711,5.231,80,Horror,Spring,R,15285465.951955529,8877241.74442459
2712,6.628,141,"Action, Drama, Thriller",Summer,PG-13,464261957.7619699,133329685.3625171
2713,6.803,91,"Crime, Thriller",Spring,R,1335084.4200482224,564510.3370440671
2714,6.264,101,"Comedy, Adventure",Spring,R,64782252.56395679,17873791.92723138
2715,7.036,157,"Drama, Romance, Crime",Winter,PG-13,89579555.40060095,120191756.3135078
2716,6.907,85,"Animation, Family, Adventure, Fantasy, Action",Summer,G,318377981.019802,58366336.633663364
2717,7.306,122,"Drama, Comedy",Summer,PG,120313890.55558404,29569589.083260655
2718,7.373,121,"Drama, Romance, Comedy",Summer,PG-13,127833506.91089109,50584158.41584158
2719,5.394,84,"Horror, Thriller",Winter,R,122169394.36720873,6720361.155286512
2720,6.6,109,"Action, Crime, Drama, Thriller",Spring,R,99015390.02842523,29789653.2120523
2721,7.2,119,"Science Fiction, Adventure",Fall,PG,381525547.44525546,68846715.32846715
2722,6.732,104,"Romance, Comedy, Fantasy",Fall,PG-13,90921590.86633663,145915841.58415842
2723,6.565,98,"Comedy, Family, Science Fiction",Spring,PG,116746131.91970803,28686131.386861313
2724,4.902,81,"Action, Western, Drama, Fantasy, Thriller",Summer,PG-13,15291464.64716388,68194215.61976491
2725,6.185,105,"Comedy, Action",Fall,PG,101394745.54959963,58256898.94778638
2726,5.529,89,"Horror, Thriller",Spring,R,58553572.00616552,23298553.474033672
2727,6.55,88,"Horror, Thriller",Summer,R,169750358.76159757,5062729.99815291
2728,6.5,102,"Comedy, Drama, History",Winter,R,185586097.059521,116492767.37016836
2729,6.323,89,"Family, Adventure, Animation, Comedy",Spring,PG,255290570.55250594,77681097.35256691
2730,4.543,102,"Action, Adventure, Comedy, Thriller",Winter,PG-13,213808173.751026,75266757.86593708
2731,7.532,91,"Action, War",Winter,R,13423434.399737448,6397374.466688546
2732,6.039,98,"Adventure, Action, Comedy, Romance",Summer,PG-13,320702190.8019802,136188118.81188118
2733,7.211,111,"Thriller, Horror, Drama, Mystery",Fall,R,15918062.199234882,10357479.647008922
2734,5.6,100,Comedy,Spring,PG-13,37460785.940594055,40958832.7253778
2735,7.552,126,"Drama, Mystery, Romance",Summer,PG-13,155055984.2705842,25779296.207721215
2736,6.174,89,"Horror, Thriller",Spring,R,13491905.181583345,6635263.131236387
2737,6.346,107,"Adventure, Action, Drama",Summer,PG-13,389719611.10832024,148069073.78335947
2738,6.294,128,"Crime, Thriller",Spring,PG-13,268641236.4509701,131893025.6948086
2739,6.321,106,"Action, Drama, Thriller, War",Fall,PG-13,164747040.0274129,71821816.10508281
2740,6.681,96,"Thriller, Action, Comedy, Crime, Drama",Winter,R,262950783.83032873,40008483.5630965
2741,6.222,85,"Horror, Thriller",Spring,R,54830264.34669196,29511501.06710932
2742,6.6,135,"Action, Drama, Mystery, Thriller",Summer,R,270693922.1219359,148208673.79006913
2743,7.145,125,"Drama, Romance, Comedy",Winter,PG-13,310724463.60891086,97277227.72277227
2744,6.196,117,"Comedy, Romance",Winter,R,87141583.45728453,24980930.58733791
2745,5.252,83,"Horror, Thriller, Mystery, Science Fiction",Winter,PG-13,86246509.01855741,4439404.895873893
2746,7.1,107,"Drama, Fantasy",Spring,PG,219201510.3220479,38943022.29562345
2747,6.183,104,"Action, Crime",Summer,R,95093494.65168539,78803802.9386344
2748,6.496,95,"Drama, Romance",Spring,R,647766871.165644,22503067.484662574
2749,6.785,86,"Comedy, Romance, Science Fiction",Summer,R,6137362.917080273,1040301.7669247568
2750,6.132,106,"Comedy, Romance",Spring,PG-13,112414548.70481384,50782926.525356844
2751,7.027,86,"Science Fiction, Comedy, Horror",Fall,NR,6029965.512796208,2682085.308056872
2752,6.702,145,"Drama, Thriller",Fall,R,22954647.36842105,32475209.763539284
2753,5.153,96,"Action, Thriller, Mystery",Summer,R,22197388.115400597,25368443.560457826
2754,5.274,90,"Comedy, Science Fiction, Adventure, Family",Summer,PG,75442414.42865264,89368959.6361569
2755,6.082,104,"Romance, Drama, Comedy",Summer,R,466042378.10198784,54347450.30250648
2756,6.595,124,"Crime, Drama, Thriller",Winter,R,16138369.363361206,26881444.62114605
2757,6.371,158,"Adventure, Drama, Action, History, War",Fall,R,128164053.95496042,162653682.28849664
2758,8.21,109,"Drama, Romance, Comedy, Family",Summer,PG,42176288.11022121,22482837.52860412
2759,7.733,129,"Crime, Drama, Mystery, Thriller",Spring,R,25481483.957318023,7445191.1737542795
2760,6.722,103,"Fantasy, Comedy, Romance",Spring,PG,33542769.984871402,23782148.260211796
2761,5.9,123,"Action, Comedy, Crime, Romance",Spring,R,265462469.30439746,102346087.94974299
2762,7.079,123,Documentary,Summer,R,377631207.887689,10185745.140388768
2763,6.992,114,"Crime, Drama",Fall,R,81324258.68904038,11540639.748295752
2764,6.844,119,"Drama, Thriller",Fall,R,905160124.8129495,39582733.812949635
2765,6.953,127,"Adventure, Drama, History",Spring,PG-13,58753490.87964081,104232676.43255992
2766,5.578,110,"Action, Drama, Thriller, Crime",Spring,R,29740073.893192425,47042528.08700559
2767,6.13,102,"Drama, Romance, Science Fiction",Summer,PG-13,2804396.2876593336,21524387.373934027
2768,6.424,94,"Comedy, Crime, Drama",Fall,PG-13,14304149.112225508,20041070.41276168
2769,5.936,118,Comedy,Winter,R,141268661.4572948,40358226.3261263
2770,6.141,87,"Comedy, Romance",Summer,PG-13,109151776.39939484,28538577.912254155
2771,7.318,109,Drama,Spring,PG-13,82895491.49661756,14798016.319579642
2772,7.352,102,"Drama, Comedy",Winter,PG-13,91059180.04509737,21482746.83976768
2773,6.883,114,"Action, Thriller, Crime",Spring,R,14927560.546634778,32224120.25965152
2774,6.37,107,"Horror, Thriller, Mystery",Summer,R,299371.1937445226,6850170.436330446
2775,5.851,97,"Action, Adventure, Science Fiction, Thriller",Summer,R,86088105.93264247,101813471.50259066
2776,6.903,94,"Horror, Comedy",Winter,PG-13,111154155.0,71715328.46715328
2777,6.872,127,"Adventure, Drama, Thriller",Winter,R,80989768.51051894,70552594.67040673
2778,7.915,103,"Family, Drama",Fall,NR,23754242.009826265,10616421.00997822
2779,5.969,114,"Science Fiction, Adventure, Mystery",Spring,PG,113382576.7535545,167630331.7535545
2780,6.063,134,"Adventure, Action, Thriller",Fall,PG,514355828.2208588,115730061.34969324
2781,6.3,116,"Science Fiction, Action, Adventure, Thriller",Winter,PG-13,119498320.1264822,106516092.60304911
2782,7.589,124,Drama,Fall,R,6529203.843092666,29789653.2120523
2783,5.7,100,"Horror, Thriller, Adventure",Fall,R,17293432.193850964,6826472.120896299
2784,5.714,90,"Horror, Drama, Adventure",Summer,PG-13,59432835.17353166,14988558.352402747
2785,6.639,112,"Romance, Comedy",Spring,PG-13,115737071.28096922,15221066.136274695
2786,5.186,87,"Horror, Thriller, Mystery",Winter,PG-13,113932345.94563873,23824611.756013695
2787,5.288,88,"Horror, Thriller",Fall,R,106146337.87434693,13452742.108708765
2788,7.323,99,"Comedy, Science Fiction, Fantasy",Spring,R,4190879.5898959883,9343239.227340268
2789,6.106,87,"Comedy, Horror",Spring,R,34063710.983429946,5376288.92422921
2790,7.78,97,Drama,Summer,PG-13,7095869.450209022,1748856.4741321397
2791,6.499,121,"Comedy, Romance",Winter,R,326253719.6686606,126568249.95382276
2792,6.516,102,"Crime, Comedy, Thriller",Fall,NC-17,6615227.37951985,14276437.974235205
2793,5.99,87,"Fantasy, Horror, Mystery",Winter,PG-13,27183248.662834194,6093708.207511697
2794,6.193,97,"Adventure, Action, Drama",Winter,R,9997608.62811336,17411289.09440806
2795,4.023,99,"Comedy, Drama, Romance",Summer,R,3033238.454595487,10381948.266373143
2796,7.084,133,"Drama, Romance",Fall,PG-13,34471016.06645393,26541052.52494555
2797,7.178,123,"Drama, Romance",Spring,R,35733709.61021772,21360862.947521675
2798,7.259,111,"Drama, Romance",Fall,R,104172455.08982034,7530538.922155688
2799,6.737,107,"Drama, Horror, Crime",Summer,R,34460117.82695333,11540639.748295752
2800,5.969,104,"Adventure, Fantasy, Action",Fall,R,29262854.86139725,67006720.56378852
2801,7.0,112,"War, Drama, Romance",Spring,PG-13,10809650.85812357,24980930.58733791
2802,7.174,124,"Drama, History",Fall,R,159827734.18811882,58366336.633663364
2803,7.436,100,"Comedy, Drama",Summer,PG,28823818.335240275,312636.346300534
2804,6.195,97,"Comedy, Family, Fantasy",Winter,G,228308623.29803324,134765506.80786684
2805,7.047,110,"Comedy, Drama",Summer,PG,1033239436.6197182,5734478.873239436
2806,6.023,111,"Horror, Science Fiction, Mystery, Thriller",Fall,R,1278411.6132723112,7494279.176201373
2808,5.937,88,Comedy,Winter,R,125406117.253804,32530736.457699325
2809,6.142,84,"Mystery, Drama, Thriller",Fall,PG-13,54967626.88729151,71382189.87117603
2810,7.083,111,"Comedy, Drama",Summer,R,15800799.543118216,12568817.81838949
2811,7.443,82,"Music, Comedy",Spring,R,14612972.608439645,7713444.553483807
2812,7.463,97,"Comedy, Thriller, Drama",Summer,R,31616782.2028436,13410426.540284358
2813,5.708,88,"Fantasy, Adventure, Animation, Comedy, Family",Summer,PG,87488386.0695915,79273827.53403932
2814,7.486,129,"Action, Drama, Thriller",Spring,R,3470537.508752117,7101072.840203274
2815,7.137,128,"Drama, Thriller, Mystery",Fall,PG,240860085.83690986,9445493.562231759
2816,7.112,140,"Music, Drama, History",Spring,R,80391316.19019318,88760772.65973255
2817,7.396,126,"Adventure, Drama, Action, History",Fall,PG,49391847.0,70281021.89781022
2818,6.638,137,"Crime, Drama, Thriller, Action",Spring,R,355904035.0965825,175185735.51263002
2819,7.432,146,Drama,Fall,R,141520646.1984175,95678636.64029214
2820,6.266,118,"Drama, Fantasy, Mystery, Romance",Winter,PG-13,41397735.19725029,80644333.86343816
2821,5.341,105,Horror,Summer,R,58700071.63296912,14890382.347508559
2822,6.609,99,"Comedy, Documentary, Action",Fall,R,170085472.60518625,29018815.157346766
2823,6.49,84,"Thriller, Crime, Mystery",Fall,R,22325955.359260138,133578373.2511264
2825,6.638,122,"Crime, Drama, Thriller",Winter,R,51369440.24205748,15062027.23146747
2826,5.549,110,"Drama, Fantasy, Mystery",Summer,PG-13,115399178.6868381,110983358.54765505
2827,4.862,92,"Romance, Comedy",Winter,R,28086802.09694575,26541052.52494555
2828,5.746,108,"Action, Thriller, Drama",Winter,R,139149841.5313382,150897797.85431957
2829,7.166,128,"Comedy, Drama",Summer,PG,301514537.9695872,91064446.05358435
2830,6.767,124,"Crime, Drama, Thriller",Winter,R,49090542.46039604,89495049.5049505
2831,6.386,111,"Thriller, Mystery, Drama, Crime",Fall,PG-13,46889519.1671623,26232847.111982092
2832,6.319,117,"Romance, Drama",Spring,R,587822301.1893408,83781206.17110799
2833,5.833,91,Comedy,Spring,R,104354451.37010586,38484526.16117105
2835,6.998,85,"Family, Animation, Comedy, Adventure",Winter,PG,142880737.17603666,33631855.271771915
2836,6.51,118,"Comedy, Fantasy",Summer,R,180289485.10791364,62201438.84892086
2837,7.147,161,"History, Romance, Drama",Winter,PG,678013896.227488,92382938.38862558
2838,6.772,114,"Comedy, Drama, Romance",Spring,R,23755423.738529228,494028.9126335638
2839,6.199,81,"Family, Comedy",Fall,PG,135286446.61160415,37634022.46960447
2840,5.91,111,"Thriller, Crime, Drama",Winter,R,52648828.09213564,33601805.77643257
2842,5.761,95,"Comedy, Romance",Winter,PG-13,175740316.80792516,31145844.799119428
2843,5.456,100,"Family, Comedy",Fall,G,341987800.96208525,158317535.54502368
2844,6.058,85,Comedy,Spring,R,45979446.6403162,12426877.47035573
2845,7.341,108,"Thriller, Mystery, Crime",Summer,R,43365517.241379306,65048275.86206896
2846,6.5,94,"Comedy, Fantasy, Science Fiction",Summer,PG-13,116027153.47109003,22350710.90047393
2847,6.779,97,"Action, Thriller, Drama",Spring,R,38156386.22625928,3894302.229562345
2848,5.417,113,"Horror, Thriller, Fantasy, Mystery",Summer,PG-13,339297783.77601945,153085818.62446743
2849,6.406,101,"Drama, Romance",Winter,PG-13,19894732.355181824,32367123.89690288
2851,7.039,96,"Horror, Thriller",Winter,NR,37743564.35643564,2334653.4653465347
2852,7.132,133,"Drama, Romance, Fantasy",Fall,PG-13,46015825.12449609,69895660.42210102
2853,5.8,124,"Comedy, Romance",Spring,R,75136645.3894514,41612070.67699027
2854,7.256,97,"Crime, Drama, Thriller",Fall,R,13048414.539744847,4628066.732090284
2855,5.58,108,"Comedy, Romance",Summer,PG-13,207109062.54765505,85615733.73676246
2856,5.463,102,"Comedy, Horror",Fall,R,2529643.4001949416,4032216.6931719077
2857,7.065,147,"Action, Thriller, Crime, Mystery",Fall,R,64770345.951322086,5956152.939003424
2858,5.839,94,"Horror, Thriller",Summer,R,134238202.247191,35325842.69662921
2859,6.3,92,Action,Spring,R,19106363.60228942,26541052.52494555
2860,6.279,111,"Crime, Thriller, Mystery, Horror",Spring,R,41137347.691085964,36063794.58672491
2862,6.373,109,"Comedy, Horror",Summer,PG-13,131308098.83830453,76502354.78806907
2863,6.689,118,"Drama, Crime, Thriller",Fall,R,85480477.55513398,32617974.86364714
2864,6.373,130,"Action, Adventure, Thriller",Summer,PG-13,240054331.16587675,121066350.71090046
2865,6.835,117,"Adventure, Family, Drama, Comedy",Spring,PG,123556557.7941662,34606494.221243806
2866,6.407,128,"Drama, Thriller",Fall,R,154932462.12899843,82433141.05925538
2867,6.293,102,"Drama, Comedy",Winter,PG-13,45578169.41444002,29789653.2120523
2868,6.5,95,"Comedy, Action, Romance, Crime",Winter,R,46040.76381502305,10616421.00997822
2869,4.775,99,"Action, Adventure",Winter,PG-13,82364009.76760888,94085056.17401119
2870,6.501,107,"Crime, Thriller, Drama",Summer,R,249104349.62376237,116732673.26732673
2871,7.129,98,Drama,Fall,PG-13,59084275.82631832,13221093.194485858
2872,6.328,118,"Romance, Fantasy, Comedy",Winter,PG-13,136495652.14848655,86186179.32609937
2873,6.367,111,"Drama, Thriller, Crime, Mystery",Fall,R,11812303.110644992,44513896.171997905
2874,6.5,121,Thriller,Summer,R,42412004.36053968,20161083.46585954
2875,5.936,104,"Crime, Drama, Thriller",Summer,R,98484462.59535642,29018815.157346766
2876,6.9,124,"Drama, Comedy",Winter,PG-13,189801193.15465555,13870690.225663425
2877,5.159,98,"Horror, Mystery, Science Fiction",Fall,R,48010180.2757158,8335100.742311771
2878,6.091,91,"Drama, Comedy",Spring,PG-13,30576933.751571704,55482760.9026537
2879,6.6,105,"Science Fiction, Action, Adventure, Thriller",Summer,PG,268427870.46123648,55536800.78508341
2880,6.427,112,"Horror, Mystery, Fantasy",Fall,R,122577291.38166896,17203830.369357046
2882,7.344,122,Drama,Winter,R,82341495.96806386,23009980.03992016
2883,5.863,95,Horror,Summer,R,122326161.87486744,13336161.187698834
2884,5.749,97,"Science Fiction, Thriller, Adventure, Action",Spring,R,39902903.313373245,52295409.18163672
2885,6.438,105,"Comedy, Romance",Winter,PG,208648032.9271917,46716196.13670134
2887,6.35,109,"Comedy, Adventure, Romance",Fall,R,27936641.455372367,28300170.551449686
2888,5.323,102,"Comedy, Fantasy, Adventure, Action",Spring,R,39993632.16012859,71239425.49143368
2889,5.381,96,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",Summer,PG-13,173582081.7397863,79044626.0213702
2890,6.1,115,Thriller,Fall,R,44603964.41640073,54542153.654984325
2891,5.623,85,"Horror, Thriller",Spring,R,39370715.80484695,15855277.225286141
2892,7.523,105,"Drama, Crime, Thriller",Summer,PG-13,5951284.810100519,12946849.558761153
2893,6.242,119,"Comedy, Drama, Family",Winter,PG,179866186.79525983,87364695.01872467
2894,6.253,129,"Crime, Drama, Thriller",Winter,R,30095635.972243328,143321683.63470596
2895,5.595,90,"Horror, Thriller, Fantasy",Summer,PG-13,18515943.369887043,15536219.470513383
2896,6.198,95,"Drama, Thriller",Summer,R,39770271.00589279,27188384.073398422
2897,6.712,80,"Drama, Family, Animation, Adventure",Fall,G,242518297.70802918,25817518.24817518
2898,6.928,100,"Drama, Romance",Fall,PG-13,38859210.43463434,11167786.76063142
2899,7.006,113,Drama,Spring,R,3203702.095075181,4439477.6230801195
2900,6.039,107,"Science Fiction, Thriller, Drama",Fall,PG-13,10274219.641985418,38052665.34068674
2901,6.485,119,"Drama, Comedy",Summer,PG,64385329.7241741,41216570.52962769
2902,5.569,86,"Horror, Drama",Fall,R,54563118.13674269,12050010.691217467
2903,7.811,66,"Animation, Comedy, Drama, Family, Romance",Fall,PG-13,7794119.79942258,10616421.00997822
2904,7.032,107,"Comedy, Horror",Summer,R,74270628.55734596,26820853.080568716
2905,6.361,139,"Crime, Drama, Mystery",Summer,R,2604665.6214824887,10781588.513194576
2906,5.673,93,"Comedy, Science Fiction, Horror",Summer,PG-13,173157667.38660908,152786177.10583153
2907,6.683,99,"Drama, Romance",Fall,PG-13,50049902.24635936,9136920.303510532
2908,6.139,98,"Thriller, Crime, Mystery",Summer,R,202125365.03465346,142024752.47524753
2909,6.249,111,"Comedy, Fantasy, Romance",Spring,PG,215425195.3837095,24683022.571148183
2910,7.273,138,"Comedy, Drama",Fall,R,97859898.73997028,56059435.36404161
2911,5.977,114,"Crime, Drama, Mystery, Thriller, Action",Summer,PG-13,231413387.86427143,46019960.07984032
2912,5.951,98,"Comedy, Romance, Drama",Summer,PG-13,107151905.15068816,42829313.92270561
2913,6.579,103,"Drama, Comedy",Fall,R,55505236.9568563,26612630.174934592
2914,7.689,130,"Drama, Comedy",Winter,PG-13,278938905.7533433,25693907.875185736
2915,5.427,102,"Adventure, Comedy, Science Fiction",Summer,PG-13,102280295.65933987,148903823.4750856
2916,6.899,106,"Comedy, Drama, Mystery, Romance",Summer,R,77026336.49921343,16486628.211851075
2917,4.834,91,"Horror, Science Fiction",Fall,R,30437722.96516276,19750999.428897772
2918,7.445,118,"Crime, Drama",Fall,R,22083790.875228237,3827145.4656116855
2919,4.3,102,"Horror, Mystery, Thriller",Summer,PG-13,61525020.03025717,63419062.027231455
2920,7.386,85,"Drama, Music, Romance",Spring,R,32168332.97367797,248517.90372302584
2921,6.84,119,Drama,Fall,R,150011203.83941606,39586861.31386861
2922,6.5,115,"Animation, Fantasy, Adventure",Summer,PG-13,108803493.18003024,34880484.1149773
2923,6.566,99,"Comedy, Drama, Fantasy, Romance",Spring,PG-13,114415819.58910891,11673267.326732673
2924,5.988,118,"Comedy, Drama, Romance",Spring,PG-13,64737170.338854276,33176315.65618194
2925,6.556,79,"Adventure, Animation, Family, Fantasy",Spring,PG,58942113.5284974,77378238.3419689
2926,8.054,165,"Drama, Romance",Winter,PG-13,61440608.73056527,17411289.09440806
2927,4.975,106,"Fantasy, Comedy, Romance, Science Fiction",Summer,PG-13,229668352.535545,156454976.30331752
2928,5.841,94,"Action, Comedy, Family",Winter,PG,96002946.18505031,40626341.220285475
2929,6.605,115,"Comedy, Drama",Spring,R,206611126.7661115,70574945.69152787
2930,6.5,117,"Science Fiction, Action, Adventure, Thriller",Fall,PG,258057455.54035568,81718194.25444597
2931,7.766,96,Drama,Summer,R,2246133.236060448,1365294.42417926
2932,6.289,116,"Drama, Action, Thriller, Crime",Fall,R,226992348.5940594,136188118.81188118
2933,5.919,82,"Action, Science Fiction",Summer,R,20413789.16129032,86110772.97626293
2934,6.402,95,"Action, Science Fiction, Thriller",Summer,R,120623241.9843014,39485086.342229195
2935,6.276,99,"Family, Comedy, Adventure, Crime, Drama",Summer,PG,35851718.00273598,107523939.80848154
